"","Abundance","Site_number","Family"
"23595",0,"144","Flavobacteriaceae"
"23596",0,"107","Flavobacteriaceae"
"23597",0,"105","Flavobacteriaceae"
"23598",0,"65","Flavobacteriaceae"
"23599",0,"188","Flavobacteriaceae"
"23600",0,"175","Flavobacteriaceae"
"23601",0,"173","Flavobacteriaceae"
"23602",0,"116","Flavobacteriaceae"
"23603",0,"29","Flavobacteriaceae"
"23604",0,"69","Flavobacteriaceae"
"23605",0,"201","Flavobacteriaceae"
"23606",0,"87","Flavobacteriaceae"
"23607",0,"204","Flavobacteriaceae"
"23608",0,"133","Flavobacteriaceae"
"23609",0,"209","Flavobacteriaceae"
"23610",0,"42","Flavobacteriaceae"
"23611",0,"153","Flavobacteriaceae"
"23612",0,"48","Flavobacteriaceae"
"23613",0,"154","Flavobacteriaceae"
"23614",0,"172","Flavobacteriaceae"
"23615",0,"43","Flavobacteriaceae"
"23616",0,"143","Flavobacteriaceae"
"23617",0,"155","Flavobacteriaceae"
"23618",0,"130","Flavobacteriaceae"
"23619",0,"167","Flammeovirgaceae"
"23620",0,"50","Flammeovirgaceae"
"23621",0,"131","Flammeovirgaceae"
"23622",0,"162","Flammeovirgaceae"
"23623",0,"57","Flammeovirgaceae"
"23624",0,"OPU 1","Flammeovirgaceae"
"23625",0,"173","Flammeovirgaceae"
"23626",0,"176","Flammeovirgaceae"
"23627",0,"155","Flammeovirgaceae"
"23628",0,"204","Flammeovirgaceae"
"23629",0,"38","Flammeovirgaceae"
"23630",0,"165","Flammeovirgaceae"
"23631",0,"154","Flammeovirgaceae"
"23632",0,"151","Flammeovirgaceae"
"23633",0,"157","Flammeovirgaceae"
"23634",0,"52","Flammeovirgaceae"
"23635",0,"202","Flammeovirgaceae"
"23636",0,"149","Flammeovirgaceae"
"23637",0,"51","Flammeovirgaceae"
"23638",0,"153","Flammeovirgaceae"
"23639",0,"166","Flammeovirgaceae"
"23640",0,"147","Flammeovirgaceae"
"23641",0,"179","Flammeovirgaceae"
"23642",0,"133","Flammeovirgaceae"
"23643",0,"168","Flammeovirgaceae"
"23644",0,"178","Flammeovirgaceae"
"23645",0,"93","Flammeovirgaceae"
"23646",0,"117","Flammeovirgaceae"
"23647",0,"188","Flammeovirgaceae"
"23648",0,"145","Flammeovirgaceae"
"23649",0,"122","Flammeovirgaceae"
"23650",0,"139","Flammeovirgaceae"
"23651",0,"163","Flammeovirgaceae"
"23652",0,"130","Flammeovirgaceae"
"23653",0,"116","Flammeovirgaceae"
"23654",0,"175","Flammeovirgaceae"
"23655",0,"59","Flammeovirgaceae"
"23656",0,"169","Flammeovirgaceae"
"23657",0,"170","Flammeovirgaceae"
"23658",0,"56","Flammeovirgaceae"
"23659",0,"209","Flammeovirgaceae"
"23660",0,"40","Flammeovirgaceae"
"23661",0,"42","Flammeovirgaceae"
"23662",0,"180","Flammeovirgaceae"
"23663",0,"156","Flammeovirgaceae"
"23664",0,"205","Flammeovirgaceae"
"23665",0,"172","Flammeovirgaceae"
"23666",0,"160","Flammeovirgaceae"
"23667",0,"126","Flammeovirgaceae"
"23668",0,"43","Flammeovirgaceae"
"23669",0,"121","Flammeovirgaceae"
"23670",0,"206","Flammeovirgaceae"
"23671",0,"140","Flammeovirgaceae"
"23672",0,"OPU 2","Flammeovirgaceae"
"23673",0,"83","Flammeovirgaceae"
"23674",0,"137","Flammeovirgaceae"
"23675",0,"64","Flammeovirgaceae"
"23676",0,"105","Flammeovirgaceae"
"23677",0,"201","Flammeovirgaceae"
"23678",0,"62","Flammeovirgaceae"
"23679",0,"142","Flammeovirgaceae"
"23680",0,"41","Flammeovirgaceae"
"23681",0,"65","Flammeovirgaceae"
"23682",0,"102","Flammeovirgaceae"
"23683",0,"129","Flammeovirgaceae"
"23684",0,"210","Flammeovirgaceae"
"23685",0,"79","Flammeovirgaceae"
"23686",0,"107","Flammeovirgaceae"
"23687",0,"85","Flammeovirgaceae"
"23688",0,"128","Flammeovirgaceae"
"23689",0,"69","Flammeovirgaceae"
"23690",0,"55","Flammeovirgaceae"
"23691",0,"48","Flammeovirgaceae"
"23692",0,"138","Flammeovirgaceae"
"23693",0,"81","Flammeovirgaceae"
"23694",0,"Cook's 1","Flammeovirgaceae"
"23695",0,"208","Flammeovirgaceae"
"23696",0,"89","Flammeovirgaceae"
"23697",0,"54","Flammeovirgaceae"
"23698",0,"90","Flammeovirgaceae"
"23699",0,"53","Flammeovirgaceae"
"23700",0,"91","Flammeovirgaceae"
"23701",0,"100","Flammeovirgaceae"
"23702",0,"39","Flammeovirgaceae"
"23703",0,"84","Flammeovirgaceae"
"23704",0,"29","Flammeovirgaceae"
"23705",0,"87","Flammeovirgaceae"
"23706",0,"144","Flammeovirgaceae"
"23707",0,"Cook's 1","Vibrionaceae"
"23708",0,"178","Vibrionaceae"
"23709",0,"173","Vibrionaceae"
"23710",0,"154","Vibrionaceae"
"23711",0,"50","Vibrionaceae"
"23712",0,"142","Vibrionaceae"
"23713",0,"91","Vibrionaceae"
"23714",0,"51","Vibrionaceae"
"23715",0,"155","Vibrionaceae"
"23716",0,"163","Vibrionaceae"
"23717",0,"83","Vibrionaceae"
"23718",0,"38","Vibrionaceae"
"23719",0,"204","Vibrionaceae"
"23720",0,"89","Vibrionaceae"
"23721",0,"81","Vibrionaceae"
"23722",0,"100","Vibrionaceae"
"23723",0,"133","Vibrionaceae"
"23724",0,"121","Vibrionaceae"
"23725",0,"143","Vibrionaceae"
"23726",0,"93","Vibrionaceae"
"23727",0,"168","Vibrionaceae"
"23728",0,"157","Vibrionaceae"
"23729",0,"102","Vibrionaceae"
"23730",0,"128","Vibrionaceae"
"23731",0,"OPU 1","Vibrionaceae"
"23732",0,"149","Vibrionaceae"
"23733",0,"130","Vibrionaceae"
"23734",0,"69","Vibrionaceae"
"23735",0,"144","Vibrionaceae"
"23736",0,"153","Vibrionaceae"
"23737",0,"202","Vibrionaceae"
"23738",0,"172","Vibrionaceae"
"23739",0,"59","Vibrionaceae"
"23740",0,"131","Vibrionaceae"
"23741",0,"OPU 2","Vibrionaceae"
"23742",0,"206","Vibrionaceae"
"23743",0,"57","Vibrionaceae"
"23744",0,"175","Vibrionaceae"
"23745",0,"162","Vibrionaceae"
"23746",0,"176","Vibrionaceae"
"23747",0,"52","Vibrionaceae"
"23748",0,"147","Vibrionaceae"
"23749",0,"42","Vibrionaceae"
"23750",0,"65","Vibrionaceae"
"23751",0,"107","Vibrionaceae"
"23752",0,"79","Vibrionaceae"
"23753",0,"145","Vibrionaceae"
"23754",0,"90","Vibrionaceae"
"23755",0,"151","Vibrionaceae"
"23756",0,"64","Vibrionaceae"
"23757",0,"170","Vibrionaceae"
"23758",0,"139","Vibrionaceae"
"23759",0,"116","Vibrionaceae"
"23760",0,"188","Vibrionaceae"
"23761",0,"62","Vibrionaceae"
"23762",0,"138","Vibrionaceae"
"23763",0,"160","Vibrionaceae"
"23764",0,"87","Vibrionaceae"
"23765",0,"117","Vibrionaceae"
"23766",0,"122","Vibrionaceae"
"23767",0,"137","Vibrionaceae"
"23768",0,"210","Vibrionaceae"
"23769",0,"85","Vibrionaceae"
"23770",0,"105","Vibrionaceae"
"23771",0,"201","Vibrionaceae"
"23772",0,"55","Vibrionaceae"
"23773",0,"53","Vibrionaceae"
"23774",0,"140","Vibrionaceae"
"23775",0,"156","Vibrionaceae"
"23776",0,"54","Vibrionaceae"
"23777",0,"180","Vibrionaceae"
"23778",0,"179","Vibrionaceae"
"23779",0,"169","Vibrionaceae"
"23780",0,"56","Vibrionaceae"
"23781",0,"41","Vibrionaceae"
"23782",0,"48","Vibrionaceae"
"23783",0,"29","Vibrionaceae"
"23784",0,"129","Vibrionaceae"
"23785",0,"126","Vibrionaceae"
"23786",0,"43","Vibrionaceae"
"23787",0,"OPU 2","Flavobacteriaceae"
"23788",0,"205","Flavobacteriaceae"
"23789",0,"84","Flavobacteriaceae"
"23790",0,"178","Flavobacteriaceae"
"23791",0,"39","Flavobacteriaceae"
"23792",0,"83","Flavobacteriaceae"
"23793",0,"51","Flavobacteriaceae"
"23794",0,"59","Flavobacteriaceae"
"23795",0,"138","Flavobacteriaceae"
"23796",0,"128","Flavobacteriaceae"
"23797",0,"160","Flavobacteriaceae"
"23798",0,"157","Flavobacteriaceae"
"23799",0,"139","Flavobacteriaceae"
"23800",0,"62","Flavobacteriaceae"
"23801",0,"64","Flavobacteriaceae"
"23802",0,"69","Flavobacteriaceae"
"23803",0,"122","Flavobacteriaceae"
"23804",0,"156","Flavobacteriaceae"
"23805",0,"Cook's 1","Flavobacteriaceae"
"23806",0,"29","Flavobacteriaceae"
"23807",0,"179","Flavobacteriaceae"
"23808",0,"40","Flavobacteriaceae"
"23809",0,"147","Flavobacteriaceae"
"23810",0,"105","Flavobacteriaceae"
"23811",0,"OPU 1","Flavobacteriaceae"
"23812",0,"102","Flavobacteriaceae"
"23813",0,"167","Flavobacteriaceae"
"23814",0,"52","Flavobacteriaceae"
"23815",0,"50","Flavobacteriaceae"
"23816",0,"55","Flavobacteriaceae"
"23817",0,"129","Flavobacteriaceae"
"23818",0,"201","Flavobacteriaceae"
"23819",0,"169","Flavobacteriaceae"
"23820",0,"149","Flavobacteriaceae"
"23821",0,"126","Flavobacteriaceae"
"23822",0,"155","Flavobacteriaceae"
"23823",0,"48","Flavobacteriaceae"
"23824",0,"202","Flavobacteriaceae"
"23825",0,"204","Flavobacteriaceae"
"23826",0,"38","Flavobacteriaceae"
"23827",0,"176","Flavobacteriaceae"
"23828",0,"137","Flavobacteriaceae"
"23829",0,"85","Flavobacteriaceae"
"23830",0,"131","Flavobacteriaceae"
"23831",0,"89","Flavobacteriaceae"
"23832",0,"79","Flavobacteriaceae"
"23833",0,"57","Flavobacteriaceae"
"23834",0,"81","Flavobacteriaceae"
"23835",0,"144","Flavobacteriaceae"
"23836",0,"100","Flavobacteriaceae"
"23837",0,"93","Flavobacteriaceae"
"23838",0,"206","Flavobacteriaceae"
"23839",0,"117","Flavobacteriaceae"
"23840",0,"133","Flavobacteriaceae"
"23841",0,"43","Flavobacteriaceae"
"23842",0,"154","Flavobacteriaceae"
"23843",0,"166","Flavobacteriaceae"
"23844",0,"90","Flavobacteriaceae"
"23845",0,"188","Flavobacteriaceae"
"23846",0,"91","Flavobacteriaceae"
"23847",0,"145","Flavobacteriaceae"
"23848",0,"175","Flavobacteriaceae"
"23849",0,"56","Flavobacteriaceae"
"23850",0,"53","Flavobacteriaceae"
"23851",0,"208","Flavobacteriaceae"
"23852",0,"54","Flavobacteriaceae"
"23853",0,"140","Flavobacteriaceae"
"23854",0,"180","Flavobacteriaceae"
"23855",0,"41","Flavobacteriaceae"
"23856",0,"42","Flavobacteriaceae"
"23857",0,"121","Flavobacteriaceae"
"23858",0,"116","Flavobacteriaceae"
"23859",0,"151","Flavobacteriaceae"
"23860",0,"65","Flavobacteriaceae"
"23861",0,"87","Flavobacteriaceae"
"23862",0,"163","Flavobacteriaceae"
"23863",0,"209","Flavobacteriaceae"
"23864",0,"130","Flavobacteriaceae"
"23865",0,"153","Flavobacteriaceae"
"23866",0,"178","Corynebacteriaceae"
"23867",0,"64","Corynebacteriaceae"
"23868",0,"105","Corynebacteriaceae"
"23869",0,"143","Corynebacteriaceae"
"23870",0,"204","Corynebacteriaceae"
"23871",0,"173","Corynebacteriaceae"
"23872",0,"147","Corynebacteriaceae"
"23873",0,"145","Corynebacteriaceae"
"23874",0,"154","Corynebacteriaceae"
"23875",0,"51","Corynebacteriaceae"
"23876",0,"40","Corynebacteriaceae"
"23877",0,"156","Corynebacteriaceae"
"23878",0,"205","Corynebacteriaceae"
"23879",0,"168","Corynebacteriaceae"
"23880",0,"176","Corynebacteriaceae"
"23881",0,"142","Corynebacteriaceae"
"23882",0,"93","Corynebacteriaceae"
"23883",0,"126","Corynebacteriaceae"
"23884",0,"117","Corynebacteriaceae"
"23885",0,"57","Corynebacteriaceae"
"23886",0,"165","Corynebacteriaceae"
"23887",0,"188","Corynebacteriaceae"
"23888",0,"91","Corynebacteriaceae"
"23889",0,"140","Corynebacteriaceae"
"23890",0,"48","Corynebacteriaceae"
"23891",0,"65","Corynebacteriaceae"
"23892",0,"Cook's 1","Corynebacteriaceae"
"23893",0,"172","Corynebacteriaceae"
"23894",0,"169","Corynebacteriaceae"
"23895",0,"153","Corynebacteriaceae"
"23896",0,"38","Corynebacteriaceae"
"23897",0,"107","Corynebacteriaceae"
"23898",0,"OPU 2","Corynebacteriaceae"
"23899",0,"42","Corynebacteriaceae"
"23900",0,"69","Corynebacteriaceae"
"23901",0,"151","Corynebacteriaceae"
"23902",0,"OPU 1","Corynebacteriaceae"
"23903",0,"39","Corynebacteriaceae"
"23904",0,"87","Corynebacteriaceae"
"23905",0,"41","Corynebacteriaceae"
"23906",0,"144","Corynebacteriaceae"
"23907",0,"160","Corynebacteriaceae"
"23908",0,"90","Corynebacteriaceae"
"23909",0,"166","Corynebacteriaceae"
"23910",0,"157","Corynebacteriaceae"
"23911",0,"85","Corynebacteriaceae"
"23912",0,"89","Corynebacteriaceae"
"23913",0,"131","Corynebacteriaceae"
"23914",0,"81","Corynebacteriaceae"
"23915",0,"210","Corynebacteriaceae"
"23916",0,"29","Corynebacteriaceae"
"23917",0,"62","Corynebacteriaceae"
"23918",0,"54","Corynebacteriaceae"
"23919",0,"50","Corynebacteriaceae"
"23920",0,"201","Corynebacteriaceae"
"23921",0,"83","Corynebacteriaceae"
"23922",0,"155","Corynebacteriaceae"
"23923",0,"129","Corynebacteriaceae"
"23924",0,"175","Corynebacteriaceae"
"23925",0,"53","Corynebacteriaceae"
"23926",0,"170","Corynebacteriaceae"
"23927",0,"202","Corynebacteriaceae"
"23928",0,"102","Corynebacteriaceae"
"23929",0,"137","Corynebacteriaceae"
"23930",0,"128","Corynebacteriaceae"
"23931",0,"79","Corynebacteriaceae"
"23932",0,"59","Corynebacteriaceae"
"23933",0,"208","Corynebacteriaceae"
"23934",0,"56","Corynebacteriaceae"
"23935",0,"55","Corynebacteriaceae"
"23936",0,"122","Corynebacteriaceae"
"23937",0,"206","Corynebacteriaceae"
"23938",0,"163","Corynebacteriaceae"
"23939",0,"84","Corynebacteriaceae"
"23940",0,"162","Corynebacteriaceae"
"23941",0,"43","Corynebacteriaceae"
"23942",0,"100","Corynebacteriaceae"
"23943",0,"139","Corynebacteriaceae"
"23944",0,"180","Corynebacteriaceae"
"23945",0,"209","Corynebacteriaceae"
"23946",0,"149","Corynebacteriaceae"
"23947",0,"116","Corynebacteriaceae"
"23948",0,"138","Corynebacteriaceae"
"23949",0,"179","Corynebacteriaceae"
"23950",0,"121","Corynebacteriaceae"
"23951",0,"52","Corynebacteriaceae"
"23952",0,"130","Corynebacteriaceae"
"23953",0,"133","Corynebacteriaceae"
"23954",0,"205","Flavobacteriaceae"
"23955",0,"83","Flavobacteriaceae"
"23956",0,"139","Flavobacteriaceae"
"23957",0,"39","Flavobacteriaceae"
"23958",0,"62","Flavobacteriaceae"
"23959",0,"160","Flavobacteriaceae"
"23960",0,"29","Flavobacteriaceae"
"23961",0,"51","Flavobacteriaceae"
"23962",0,"84","Flavobacteriaceae"
"23963",0,"59","Flavobacteriaceae"
"23964",0,"122","Flavobacteriaceae"
"23965",0,"157","Flavobacteriaceae"
"23966",0,"176","Flavobacteriaceae"
"23967",0,"50","Flavobacteriaceae"
"23968",0,"102","Flavobacteriaceae"
"23969",0,"149","Flavobacteriaceae"
"23970",0,"178","Flavobacteriaceae"
"23971",0,"48","Flavobacteriaceae"
"23972",0,"156","Flavobacteriaceae"
"23973",0,"138","Flavobacteriaceae"
"23974",0,"204","Flavobacteriaceae"
"23975",0,"89","Flavobacteriaceae"
"23976",0,"105","Flavobacteriaceae"
"23977",0,"64","Flavobacteriaceae"
"23978",0,"201","Flavobacteriaceae"
"23979",0,"175","Flavobacteriaceae"
"23980",0,"133","Flavobacteriaceae"
"23981",0,"126","Flavobacteriaceae"
"23982",0,"147","Flavobacteriaceae"
"23983",0,"167","Flavobacteriaceae"
"23984",0,"137","Flavobacteriaceae"
"23985",0,"57","Flavobacteriaceae"
"23986",0,"140","Flavobacteriaceae"
"23987",0,"179","Flavobacteriaceae"
"23988",0,"143","Flavobacteriaceae"
"23989",0,"145","Flavobacteriaceae"
"23990",0,"81","Flavobacteriaceae"
"23991",0,"91","Flavobacteriaceae"
"23992",0,"OPU 2","Flavobacteriaceae"
"23993",0,"55","Flavobacteriaceae"
"23994",0,"202","Flavobacteriaceae"
"23995",0,"100","Flavobacteriaceae"
"23996",0,"206","Flavobacteriaceae"
"23997",0,"85","Flavobacteriaceae"
"23998",0,"210","Flavobacteriaceae"
"23999",0,"43","Flavobacteriaceae"
"24000",0,"107","Flavobacteriaceae"
"24001",0,"117","Flavobacteriaceae"
"24002",0,"54","Flavobacteriaceae"
"24003",0,"69","Flavobacteriaceae"
"24004",0,"155","Flavobacteriaceae"
"24005",0,"OPU 1","Flavobacteriaceae"
"24006",0,"56","Flavobacteriaceae"
"24007",0,"Cook's 1","Flavobacteriaceae"
"24008",0,"53","Flavobacteriaceae"
"24009",0,"166","Flavobacteriaceae"
"24010",0,"129","Flavobacteriaceae"
"24011",0,"131","Flavobacteriaceae"
"24012",0,"154","Flavobacteriaceae"
"24013",0,"90","Flavobacteriaceae"
"24014",0,"144","Flavobacteriaceae"
"24015",0,"42","Flavobacteriaceae"
"24016",0,"121","Flavobacteriaceae"
"24017",0,"165","Flavobacteriaceae"
"24018",0,"142","Flavobacteriaceae"
"24019",0,"87","Flavobacteriaceae"
"24020",0,"188","Flavobacteriaceae"
"24021",0,"170","Flavobacteriaceae"
"24022",0,"172","Flavobacteriaceae"
"24023",0,"153","Flavobacteriaceae"
"24024",0,"79","Flavobacteriaceae"
"24025",0,"41","Flavobacteriaceae"
"24026",0,"116","Flavobacteriaceae"
"24027",0,"163","Flavobacteriaceae"
"24028",0,"151","Flavobacteriaceae"
"24029",0,"65","Flavobacteriaceae"
"24030",0,"180","Flavobacteriaceae"
"24031",0,"52","Flavobacteriaceae"
"24032",0,"39","Flavobacteriaceae"
"24033",0,"128","Flavobacteriaceae"
"24034",0,"OPU 2","Flavobacteriaceae"
"24035",0,"179","Flavobacteriaceae"
"24036",0,"178","Flavobacteriaceae"
"24037",0,"205","Flavobacteriaceae"
"24038",0,"64","Flavobacteriaceae"
"24039",0,"157","Flavobacteriaceae"
"24040",0,"167","Flavobacteriaceae"
"24041",0,"175","Flavobacteriaceae"
"24042",0,"160","Flavobacteriaceae"
"24043",0,"155","Flavobacteriaceae"
"24044",0,"168","Flavobacteriaceae"
"24045",0,"62","Flavobacteriaceae"
"24046",0,"38","Flavobacteriaceae"
"24047",0,"156","Flavobacteriaceae"
"24048",0,"84","Flavobacteriaceae"
"24049",0,"169","Flavobacteriaceae"
"24050",0,"149","Flavobacteriaceae"
"24051",0,"65","Flavobacteriaceae"
"24052",0,"87","Flavobacteriaceae"
"24053",0,"40","Flavobacteriaceae"
"24054",0,"126","Flavobacteriaceae"
"24055",0,"147","Flavobacteriaceae"
"24056",0,"85","Flavobacteriaceae"
"24057",0,"53","Flavobacteriaceae"
"24058",0,"57","Flavobacteriaceae"
"24059",0,"176","Flavobacteriaceae"
"24060",0,"51","Flavobacteriaceae"
"24061",0,"122","Flavobacteriaceae"
"24062",0,"137","Flavobacteriaceae"
"24063",0,"162","Flavobacteriaceae"
"24064",0,"59","Flavobacteriaceae"
"24065",0,"83","Flavobacteriaceae"
"24066",0,"206","Flavobacteriaceae"
"24067",0,"166","Flavobacteriaceae"
"24068",0,"50","Flavobacteriaceae"
"24069",0,"204","Flavobacteriaceae"
"24070",0,"69","Flavobacteriaceae"
"24071",0,"209","Flavobacteriaceae"
"24072",0,"151","Flavobacteriaceae"
"24073",0,"41","Flavobacteriaceae"
"24074",0,"180","Flavobacteriaceae"
"24075",0,"145","Flavobacteriaceae"
"24076",0,"154","Flavobacteriaceae"
"24077",0,"105","Flavobacteriaceae"
"24078",0,"139","Flavobacteriaceae"
"24079",0,"121","Flavobacteriaceae"
"24080",0,"153","Flavobacteriaceae"
"24081",0,"102","Flavobacteriaceae"
"24082",0,"138","Flavobacteriaceae"
"24083",0,"130","Flavobacteriaceae"
"24084",0,"42","Flavobacteriaceae"
"24085",0,"55","Flavobacteriaceae"
"24086",0,"100","Flavobacteriaceae"
"24087",0,"OPU 1","Flavobacteriaceae"
"24088",0,"131","Flavobacteriaceae"
"24089",0,"173","Flavobacteriaceae"
"24090",0,"29","Flavobacteriaceae"
"24091",0,"202","Flavobacteriaceae"
"24092",0,"Cook's 1","Flavobacteriaceae"
"24093",0,"210","Flavobacteriaceae"
"24094",0,"93","Flavobacteriaceae"
"24095",0,"133","Flavobacteriaceae"
"24096",0,"56","Flavobacteriaceae"
"24097",0,"79","Flavobacteriaceae"
"24098",0,"89","Flavobacteriaceae"
"24099",0,"170","Flavobacteriaceae"
"24100",0,"107","Flavobacteriaceae"
"24101",0,"165","Flavobacteriaceae"
"24102",0,"91","Flavobacteriaceae"
"24103",0,"48","Flavobacteriaceae"
"24104",0,"143","Flavobacteriaceae"
"24105",0,"54","Flavobacteriaceae"
"24106",0,"140","Flavobacteriaceae"
"24107",0,"163","Flavobacteriaceae"
"24108",0,"144","Flavobacteriaceae"
"24109",0,"129","Flavobacteriaceae"
"24110",0,"188","Flavobacteriaceae"
"24111",0,"142","Flavobacteriaceae"
"24112",0,"116","Flavobacteriaceae"
"24113",0,"117","Flavobacteriaceae"
"24114",0,"90","Flavobacteriaceae"
"24115",0,"172","Flavobacteriaceae"
"24116",0,"81","Flavobacteriaceae"
"24117",0,"201","Flavobacteriaceae"
"24118",0,"43","Flavobacteriaceae"
"24119",0,"137","Bacteriovoracaceae"
"24120",0,"Cook's 1","Bacteriovoracaceae"
"24121",0,"57","Bacteriovoracaceae"
"24122",0,"38","Bacteriovoracaceae"
"24123",0,"147","Bacteriovoracaceae"
"24124",0,"52","Bacteriovoracaceae"
"24125",0,"84","Bacteriovoracaceae"
"24126",0,"160","Bacteriovoracaceae"
"24127",0,"64","Bacteriovoracaceae"
"24128",0,"81","Bacteriovoracaceae"
"24129",0,"208","Bacteriovoracaceae"
"24130",0,"133","Bacteriovoracaceae"
"24131",0,"62","Bacteriovoracaceae"
"24132",0,"91","Bacteriovoracaceae"
"24133",0,"OPU 1","Bacteriovoracaceae"
"24134",0,"169","Bacteriovoracaceae"
"24135",0,"167","Bacteriovoracaceae"
"24136",0,"145","Bacteriovoracaceae"
"24137",0,"179","Bacteriovoracaceae"
"24138",0,"121","Bacteriovoracaceae"
"24139",0,"205","Bacteriovoracaceae"
"24140",0,"40","Bacteriovoracaceae"
"24141",0,"156","Bacteriovoracaceae"
"24142",0,"50","Bacteriovoracaceae"
"24143",0,"100","Bacteriovoracaceae"
"24144",0,"41","Bacteriovoracaceae"
"24145",0,"53","Bacteriovoracaceae"
"24146",0,"128","Bacteriovoracaceae"
"24147",0,"157","Bacteriovoracaceae"
"24148",0,"206","Bacteriovoracaceae"
"24149",0,"59","Bacteriovoracaceae"
"24150",0,"122","Bacteriovoracaceae"
"24151",0,"116","Bacteriovoracaceae"
"24152",0,"144","Bacteriovoracaceae"
"24153",0,"176","Bacteriovoracaceae"
"24154",0,"202","Bacteriovoracaceae"
"24155",0,"85","Bacteriovoracaceae"
"24156",0,"143","Bacteriovoracaceae"
"24157",0,"131","Bacteriovoracaceae"
"24158",0,"105","Bacteriovoracaceae"
"24159",0,"55","Bacteriovoracaceae"
"24160",0,"51","Bacteriovoracaceae"
"24161",0,"39","Bacteriovoracaceae"
"24162",0,"204","Bacteriovoracaceae"
"24163",0,"162","Bacteriovoracaceae"
"24164",0,"90","Bacteriovoracaceae"
"24165",0,"138","Bacteriovoracaceae"
"24166",0,"79","Bacteriovoracaceae"
"24167",0,"180","Bacteriovoracaceae"
"24168",0,"154","Bacteriovoracaceae"
"24169",0,"69","Bacteriovoracaceae"
"24170",0,"129","Bacteriovoracaceae"
"24171",0,"107","Bacteriovoracaceae"
"24172",0,"83","Bacteriovoracaceae"
"24173",0,"178","Bacteriovoracaceae"
"24174",0,"126","Bacteriovoracaceae"
"24175",0,"OPU 2","Bacteriovoracaceae"
"24176",0,"56","Bacteriovoracaceae"
"24177",0,"151","Bacteriovoracaceae"
"24178",0,"173","Bacteriovoracaceae"
"24179",0,"42","Bacteriovoracaceae"
"24180",0,"201","Bacteriovoracaceae"
"24181",0,"149","Bacteriovoracaceae"
"24182",0,"93","Bacteriovoracaceae"
"24183",0,"89","Bacteriovoracaceae"
"24184",0,"130","Bacteriovoracaceae"
"24185",0,"172","Bacteriovoracaceae"
"24186",0,"48","Bacteriovoracaceae"
"24187",0,"168","Bacteriovoracaceae"
"24188",0,"209","Bacteriovoracaceae"
"24189",0,"139","Bacteriovoracaceae"
"24190",0,"140","Bacteriovoracaceae"
"24191",0,"29","Bacteriovoracaceae"
"24192",0,"117","Bacteriovoracaceae"
"24193",0,"166","Bacteriovoracaceae"
"24194",0,"175","Bacteriovoracaceae"
"24195",0,"153","Bacteriovoracaceae"
"24196",0,"155","Bacteriovoracaceae"
"24197",0,"188","Bacteriovoracaceae"
"24198",0,"65","Bacteriovoracaceae"
"24199",0,"170","Bacteriovoracaceae"
"24200",0,"43","Bacteriovoracaceae"
"24201",0,"163","Bacteriovoracaceae"
"24202",0,"142","Bacteriovoracaceae"
"24203",0,"210","Bacteriovoracaceae"
"24204",0,"87","Bacteriovoracaceae"
"24205",0,"54","Bacteriovoracaceae"
"24206",0,"102","Bacteriovoracaceae"
"24207",0,"39","Rhodobacteraceae"
"24208",0,"145","Rhodobacteraceae"
"24209",0,"176","Rhodobacteraceae"
"24210",0,"202","Rhodobacteraceae"
"24211",0,"53","Rhodobacteraceae"
"24212",0,"57","Rhodobacteraceae"
"24213",0,"205","Rhodobacteraceae"
"24214",0,"156","Rhodobacteraceae"
"24215",0,"143","Rhodobacteraceae"
"24216",0,"167","Rhodobacteraceae"
"24217",0,"165","Rhodobacteraceae"
"24218",0,"52","Rhodobacteraceae"
"24219",0,"62","Rhodobacteraceae"
"24220",0,"64","Rhodobacteraceae"
"24221",0,"OPU 2","Rhodobacteraceae"
"24222",0,"154","Rhodobacteraceae"
"24223",0,"131","Rhodobacteraceae"
"24224",0,"175","Rhodobacteraceae"
"24225",0,"38","Rhodobacteraceae"
"24226",0,"137","Rhodobacteraceae"
"24227",0,"85","Rhodobacteraceae"
"24228",0,"40","Rhodobacteraceae"
"24229",0,"29","Rhodobacteraceae"
"24230",0,"168","Rhodobacteraceae"
"24231",0,"122","Rhodobacteraceae"
"24232",0,"173","Rhodobacteraceae"
"24233",0,"162","Rhodobacteraceae"
"24234",0,"100","Rhodobacteraceae"
"24235",0,"117","Rhodobacteraceae"
"24236",0,"50","Rhodobacteraceae"
"24237",0,"209","Rhodobacteraceae"
"24238",0,"51","Rhodobacteraceae"
"24239",0,"151","Rhodobacteraceae"
"24240",0,"140","Rhodobacteraceae"
"24241",0,"59","Rhodobacteraceae"
"24242",0,"93","Rhodobacteraceae"
"24243",0,"157","Rhodobacteraceae"
"24244",0,"147","Rhodobacteraceae"
"24245",0,"87","Rhodobacteraceae"
"24246",0,"138","Rhodobacteraceae"
"24247",0,"170","Rhodobacteraceae"
"24248",0,"55","Rhodobacteraceae"
"24249",0,"90","Rhodobacteraceae"
"24250",0,"129","Rhodobacteraceae"
"24251",0,"201","Rhodobacteraceae"
"24252",0,"Cook's 1","Rhodobacteraceae"
"24253",0,"144","Rhodobacteraceae"
"24254",0,"121","Rhodobacteraceae"
"24255",0,"178","Rhodobacteraceae"
"24256",0,"43","Rhodobacteraceae"
"24257",0,"56","Rhodobacteraceae"
"24258",0,"65","Rhodobacteraceae"
